codice_belfiore,denominazione_comune,anno,mese,titolo,categoria,totale_accertato,totale_incassato
015146,Milano,2016,3,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,"Proventi da convitti, colonie, ostelli, stabilimenti termali",376336.9,0.0
015146,Milano,2016,3,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Proventi da mense,291335.12,0.0
015146,Milano,2016,3,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Altri proventi dei servizi pubblici,112864004.61,0.0
015146,Milano,2016,3,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Fitti attivi da terreni e giacimenti,27255.71,0.0
015146,Milano,2016,3,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Fitti attivi da fabbricati,13615372.09,0.0
015146,Milano,2016,3,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Altri proventi da altri beni materiali,57724.0,0.0
015146,Milano,2016,3,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Recuperi vari,951170.63,0.0
015146,Milano,2016,3,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Proventi da aree cimiteriali in diritto di superficie,305193.66,0.0
015146,Milano,2016,3,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Alienazione di potenziali edificatori e di diritti di superficie,3675902.84,0.0
015146,Milano,2016,3,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Altri trasferimenti di capitale dallo Stato con vincolo di destinazione,104097584.92,0.0
015146,Milano,2016,3,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Proventi per concessioni edilizie,13201311.86,0.0
015146,Milano,2016,3,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Altri trasferimenti di capitale da imprese,8787963.21,0.0
015146,Milano,2016,3,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Prelievi da conti bancari di deposito,15127158.14,0.0
015146,Milano,2016,3,TITOLO 5°: ENTRATE DERIVANTI DA ACCENSIONE DI PRESTITI,Mutui e prestiti da altri - in euro,139687.77,0.0
015146,Milano,2016,3,TITOLO 6°: ENTRATE DA SERVIZI PER CONTO DI TERZI,Rimborso  spese per servizi per conto di terzi,39222238.46,0.0
015146,Milano,2016,3,ALTRI INCASSI DA REGOLARIZZARE (riscossioni codificate dal tesoriere),ALTRI INCASSI DA REGOLARIZZARE (riscossioni codificate dal tesoriere),0.0,0.0
015146,Milano,2016,3,TITOLO 1°: ENTRATE TRIBUTARIE,Imposta di soggiorno,8797409.95,0.0
015146,Milano,2016,3,TITOLO 1°: ENTRATE TRIBUTARIE,Tassa smaltimento rifiuti solidi urbani - TARES riscossa mediante ruoli,1223778.11,0.0
015146,Milano,2016,3,TITOLO 1°: ENTRATE TRIBUTARIE,Fondo sperimentale statale di riequilibrio - Fondo di solidarietà comunale,0.0,0.0
015146,Milano,2016,3,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Diritti di istruttoria,115358.99,0.0
015146,Milano,2016,3,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Altri diritti,262489.27,0.0
015146,Milano,2016,3,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,"Sanzioni amministrative, ammende, oblazioni",38692183.04,0.0
015146,Milano,2016,3,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Altri proventi da beni immateriali,54448.22,0.0
015146,Milano,2016,3,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Interessi da Cassa Depositi e Prestiti,79521.37,0.0
015146,Milano,2016,3,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Interessi da altri soggetti per depositi,110427.44,0.0
015146,Milano,2016,3,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Canoni da imprese e da soggetti privati,1414.82,0.0
015146,Milano,2016,3,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Proventi diversi da famiglie,8039405.76,0.0
015146,Milano,2016,3,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Alienazione di fabbricati residenziali,79032.0,0.0
015146,Milano,2016,3,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Trasferimenti di capitale da famiglie,2058152.83,0.0
015146,Milano,2016,3,TITOLO 6°: ENTRATE DA SERVIZI PER CONTO DI TERZI,Ritenute previdenziali e assistenziali al personale,11441600.73,0.0
015146,Milano,2016,4,TITOLO 1°: ENTRATE TRIBUTARIE,TASI riscossa attraverso altre forme,2267305.4,0.0
015146,Milano,2016,4,TITOLO 1°: ENTRATE TRIBUTARIE,Addizionale sul consumo di energia elettrica,7395.52,0.0
015146,Milano,2016,4,TITOLO 1°: ENTRATE TRIBUTARIE,Imposta sulla pubblicità riscossa attraverso altre forme,7552712.58,0.0
015146,Milano,2016,4,TITOLO 1°: ENTRATE TRIBUTARIE,Diritti sulle pubbliche affissioni,469783.81,0.0
015146,Milano,2016,4,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Diritti di istruttoria,180499.34,0.0
015146,Milano,2016,4,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Altri diritti,321228.4,0.0
015146,Milano,2016,4,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,"Sanzioni amministrative, ammende, oblazioni",50889812.08,0.0
015146,Milano,2016,4,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Altri proventi da beni immateriali,99576.0,0.0
015146,Milano,2016,4,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Interessi da Cassa Depositi e Prestiti,79521.37,0.0
015146,Milano,2016,4,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Interessi da altri soggetti per depositi,115830.46,0.0
015146,Milano,2016,4,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Canoni da imprese e da soggetti privati,3089.82,0.0
015146,Milano,2016,4,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Proventi diversi da famiglie,12461284.24,0.0
015146,Milano,2016,4,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Trasferimenti di capitale da Camere di commercio,31836.0,0.0
015146,Milano,2016,4,TITOLO 6°: ENTRATE DA SERVIZI PER CONTO DI TERZI,Depositi cauzionali,869.78,0.0
015146,Milano,2016,4,TITOLO 1°: ENTRATE TRIBUTARIE,Imposta di soggiorno,12058604.61,0.0
015146,Milano,2016,4,TITOLO 1°: ENTRATE TRIBUTARIE,Tassa smaltimento rifiuti solidi urbani - TARES riscossa mediante ruoli,1541691.85,0.0
015146,Milano,2016,4,TITOLO 1°: ENTRATE TRIBUTARIE,Fondo sperimentale statale di riequilibrio - Fondo di solidarietà comunale,0.0,0.0
015146,Milano,2016,4,TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI,Contributo per gli interventi dei comuni e delle province ex sviluppo investimenti,9849579.15,0.0
015146,Milano,2016,4,TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI,Trasferimenti correnti dalla Regione/Provincia autonoma per funzioni in materia di viabilità e trasporti,88874.7,0.0
015146,Milano,2016,4,TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI,Trasferimenti correnti da comuni,1035136.51,0.0
015146,Milano,2016,4,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Proventi da asili nido,4169784.43,0.0
015146,Milano,2016,4,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,"Proventi da convitti, colonie, ostelli, stabilimenti termali",414841.9,0.0
015146,Milano,2016,4,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Proventi da mense,306528.65,0.0
015146,Milano,2016,4,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Proventi di servizi produttivi,0.0,0.0
015146,Milano,2016,4,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Altri proventi dei servizi pubblici,150761495.54,0.0
015146,Milano,2016,4,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Fitti attivi da terreni e giacimenti,27406.11,0.0
015146,Milano,2016,4,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Fitti attivi da fabbricati,20867428.15,0.0
015146,Milano,2016,4,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Altri proventi da altri beni materiali,58754.58,0.0
015146,Milano,2016,4,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,"Utili netti delle aziende speciali e partecipate, dividendi di società",1173812.5,0.0
015146,Milano,2016,4,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Recuperi vari,1003482.47,0.0
015146,Milano,2016,4,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Altri trasferimenti di capitale con vincolo di destinazione,726994.65,0.0
015146,Milano,2016,4,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Trasferimenti di capitali da altri,205485.44,0.0
015146,Milano,2016,4,TITOLO 5°: ENTRATE DERIVANTI DA ACCENSIONE DI PRESTITI,Mutui e prestiti da altri - in euro,139687.77,0.0
015146,Milano,2016,4,TITOLO 6°: ENTRATE DA SERVIZI PER CONTO DI TERZI,Ritenute erariali,28822951.81,0.0
015146,Milano,2016,4,TITOLO 6°: ENTRATE DA SERVIZI PER CONTO DI TERZI,Altre ritenute al personale per conto di terzi,4296196.81,0.0
015146,Milano,2016,4,TITOLO 6°: ENTRATE DA SERVIZI PER CONTO DI TERZI,Rimborso di anticipazione di fondi per il servizio economato,318964.4,0.0
015146,Milano,2016,4,TITOLO 1°: ENTRATE TRIBUTARIE,ICI - IMU riscossa attraverso altre forme,55413256.11,0.0
015146,Milano,2016,4,TITOLO 1°: ENTRATE TRIBUTARIE,Altre imposte,4423.66,0.0
015146,Milano,2016,4,TITOLO 1°: ENTRATE TRIBUTARIE,TARI riscossa attraverso altre forme,18924265.39,0.0
015146,Milano,2016,4,TITOLO 1°: ENTRATE TRIBUTARIE,Tassa occupazione spazi e aree pubbliche riscossa mediante ruoli,3774.53,0.0
015146,Milano,2016,4,TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI,Altri trasferimenti correnti dallo Stato,13106034.9,0.0
015146,Milano,2016,4,TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI,Altri trasferimenti correnti dalla Regione,89794225.13,0.0
015146,Milano,2016,4,TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI,Trasferimenti correnti da Unione europea,246259.1,0.0
015146,Milano,2016,4,TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI,Trasferimenti correnti da città metropolitane,448297.29,0.0
015146,Milano,2016,4,TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI,Trasferimenti correnti da Enti di ricerca,20056.61,0.0
015146,Milano,2016,4,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Proventi da impianti sportivi,1274044.45,0.0
015146,Milano,2016,4,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,"Proventi da teatri, musei, spettacoli, mostre",601776.25,0.0
015146,Milano,2016,4,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,"Proventi da trasporti funebri, pompe funebri, illuminazione votiva",1626028.41,0.0
015146,Milano,2016,4,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Altri proventi da terreni e giacimenti,7348.74,0.0
015146,Milano,2016,4,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Altri proventi da edifici,2321191.68,0.0
015146,Milano,2016,4,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Interessi da altri soggetti per anticipazioni,135.13,0.0
015146,Milano,2016,4,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Interessi moratori da imprese,49370.14,0.0
015146,Milano,2016,4,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,"Interessi attivi su prestiti a famiglie, inclusi gli interessi di mora",51590.98,0.0
015146,Milano,2016,4,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Rimborsi spese per personale comandato,2849262.81,0.0
015146,Milano,2016,4,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Proventi da imprese e da soggetti privati,33308767.4,0.0
015146,Milano,2016,4,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Proventi diversi da istituzioni sociali private,124489.83,0.0
015146,Milano,2016,4,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Alienazione di terreni e giacimenti,7655.81,0.0
015146,Milano,2016,4,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Alienazione di fabbricati residenziali,79032.0,0.0
015146,Milano,2016,4,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Trasferimenti di capitale da famiglie,2227383.17,0.0
015146,Milano,2016,4,TITOLO 6°: ENTRATE DA SERVIZI PER CONTO DI TERZI,Ritenute previdenziali e assistenziali al personale,14910227.55,0.0
015146,Milano,2016,4,TITOLO 6°: ENTRATE DA SERVIZI PER CONTO DI TERZI,Rimborsi spese elettorali a carico di altre amministrazioni,13362.55,0.0
015146,Milano,2016,4,TITOLO 1°: ENTRATE TRIBUTARIE,ICI - IMU riscossa attraverso  ruoli,178884.31,0.0
015146,Milano,2016,4,TITOLO 1°: ENTRATE TRIBUTARIE,Addizionale IRPEF,36961534.89,0.0
015146,Milano,2016,4,TITOLO 1°: ENTRATE TRIBUTARIE,Imposta sulla pubblicità riscossa attraverso i ruoli,19409.13,0.0
015146,Milano,2016,4,TITOLO 1°: ENTRATE TRIBUTARIE,Tassa smaltimento rifiuti solidi urbani  - TARES riscossa attraverso altre forme,12444408.04,0.0
015146,Milano,2016,4,TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI,Trasferimenti correnti da Camere di commercio,2122.4,0.0
015146,Milano,2016,4,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Diritti di segreteria e rogito,418394.85,0.0
015146,Milano,2016,4,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Proventi da trasporto scolastico,58357.1,0.0
015146,Milano,2016,4,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Proventi da strutture residenziali per anziani,9015921.08,0.0
015146,Milano,2016,4,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Canoni per concessioni spazi e aree pubbliche,13337318.52,0.0
015146,Milano,2016,4,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Canoni per concessioni cimiteriali,1411962.16,0.0
015146,Milano,2016,4,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Interessi da altri soggetti per finanziamenti a breve termine,5458.15,0.0
015146,Milano,2016,4,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Interessi da altri soggetti per finanziamenti a medio-lungo termine,5250939.84,0.0
015146,Milano,2016,4,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Proventi diversi da enti del settore pubblico,10405099.32,0.0
015146,Milano,2016,4,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Proventi da aree cimiteriali in diritto di superficie,464673.74,0.0
015146,Milano,2016,4,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Alienazione di potenziali edificatori e di diritti di superficie,4462319.4,0.0
015146,Milano,2016,4,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Altri trasferimenti di capitale dallo Stato con vincolo di destinazione,104097584.92,0.0
015146,Milano,2016,4,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Proventi per concessioni edilizie,16996055.77,0.0
015146,Milano,2016,4,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Altri trasferimenti di capitale da imprese,19991994.84,0.0
015146,Milano,2016,4,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Prelievi da conti bancari di deposito,15127158.14,0.0
015146,Milano,2016,4,TITOLO 5°: ENTRATE DERIVANTI DA ACCENSIONE DI PRESTITI,Mutui da Cassa depositi e prestiti - gestione CDP spa,28882544.94,0.0
015146,Milano,2016,4,TITOLO 6°: ENTRATE DA SERVIZI PER CONTO DI TERZI,Rimborso  spese per servizi per conto di terzi,46495656.24,0.0
015146,Milano,2016,4,ALTRI INCASSI DA REGOLARIZZARE (riscossioni codificate dal tesoriere),ALTRI INCASSI DA REGOLARIZZARE (riscossioni codificate dal tesoriere),0.0,0.0
015146,Milano,2016,5,TITOLO 1°: ENTRATE TRIBUTARIE,ICI - IMU riscossa attraverso  ruoli,258486.26,0.0
015146,Milano,2016,5,TITOLO 1°: ENTRATE TRIBUTARIE,Addizionale IRPEF,52172890.55,0.0
015146,Milano,2016,5,TITOLO 1°: ENTRATE TRIBUTARIE,Imposta sulla pubblicità riscossa attraverso i ruoli,34294.77,0.0
015146,Milano,2016,5,TITOLO 1°: ENTRATE TRIBUTARIE,Tassa smaltimento rifiuti solidi urbani  - TARES riscossa attraverso altre forme,14147742.03,0.0
015146,Milano,2016,5,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Proventi da asili nido,6364031.21,0.0
015146,Milano,2016,5,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,"Proventi da convitti, colonie, ostelli, stabilimenti termali",726557.57,0.0
015146,Milano,2016,5,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Proventi da mense,425430.12,0.0
015146,Milano,2016,5,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Proventi da parcheggi custoditi e parchimetri,150231.06,0.0
015146,Milano,2016,5,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Proventi di servizi produttivi,0.0,0.0
015146,Milano,2016,5,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Altri proventi dei servizi pubblici,187540216.45,0.0
015146,Milano,2016,5,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Fitti attivi da terreni e giacimenti,78942.11,0.0
015146,Milano,2016,5,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Fitti attivi da fabbricati,30381845.59,0.0
015146,Milano,2016,5,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Altri proventi da altri beni materiali,138460.37,0.0
015146,Milano,2016,5,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,"Utili netti delle aziende speciali e partecipate, dividendi di società",1174690.06,0.0
015146,Milano,2016,5,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Recuperi vari,1079313.5,0.0
015146,Milano,2016,5,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Alienazione di terreni e giacimenti,7655.81,0.0
015146,Milano,2016,5,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Alienazione di fabbricati residenziali,158978.0,0.0
015146,Milano,2016,5,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Trasferimenti di capitale da famiglie,3804536.53,0.0
015146,Milano,2016,5,TITOLO 5°: ENTRATE DERIVANTI DA ACCENSIONE DI PRESTITI,Mutui da Cassa depositi e prestiti - gestione CDP spa,34516231.96,0.0
015146,Milano,2016,5,TITOLO 6°: ENTRATE DA SERVIZI PER CONTO DI TERZI,Ritenute previdenziali e assistenziali al personale,18444036.69,0.0
015146,Milano,2016,5,TITOLO 6°: ENTRATE DA SERVIZI PER CONTO DI TERZI,Rimborsi spese elettorali a carico di altre amministrazioni,13362.55,0.0
015146,Milano,2016,5,TITOLO 1°: ENTRATE TRIBUTARIE,ICI - IMU riscossa attraverso altre forme,57909619.79,0.0
015146,Milano,2016,5,TITOLO 1°: ENTRATE TRIBUTARIE,Altre imposte,343440.53,0.0
015146,Milano,2016,5,TITOLO 1°: ENTRATE TRIBUTARIE,TARI riscossa attraverso altre forme,20561192.55,0.0
015146,Milano,2016,5,TITOLO 1°: ENTRATE TRIBUTARIE,Tassa occupazione spazi e aree pubbliche riscossa mediante ruoli,9813.21,0.0
015146,Milano,2016,5,TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI,Contributo per gli interventi dei comuni e delle province ex sviluppo investimenti,9849579.15,0.0
015146,Milano,2016,5,TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI,Trasferimenti correnti dalla Regione/Provincia autonoma per funzioni in materia di viabilità e trasporti,148124.5,0.0
015146,Milano,2016,5,TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI,Trasferimenti correnti da comuni,1371418.05,0.0
015146,Milano,2016,5,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Diritti di istruttoria,210810.07,0.0
015146,Milano,2016,5,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Altri diritti,586675.61,0.0
015146,Milano,2016,5,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,"Sanzioni amministrative, ammende, oblazioni",70240093.94,0.0
015146,Milano,2016,5,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Altri proventi da beni immateriali,99576.0,0.0
015146,Milano,2016,5,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Interessi da Cassa Depositi e Prestiti,79521.37,0.0
015146,Milano,2016,5,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Interessi da altri soggetti per depositi,116840.3,0.0
015146,Milano,2016,5,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Canoni da imprese e da soggetti privati,6304.86,0.0
015146,Milano,2016,5,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Proventi diversi da famiglie,18593814.2,0.0
015146,Milano,2016,5,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Proventi da aree cimiteriali in diritto di superficie,623974.2,0.0
015146,Milano,2016,5,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Alienazione di potenziali edificatori e di diritti di superficie,4600757.89,0.0
015146,Milano,2016,5,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Altri trasferimenti di capitale dallo Stato con vincolo di destinazione,104097584.92,0.0
015146,Milano,2016,5,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Proventi per concessioni edilizie,19916835.57,0.0
015146,Milano,2016,5,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Altri trasferimenti di capitale da imprese,23381557.56,0.0
015146,Milano,2016,5,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Prelievi da conti bancari di deposito,15127158.14,0.0
015146,Milano,2016,5,TITOLO 6°: ENTRATE DA SERVIZI PER CONTO DI TERZI,Rimborso  spese per servizi per conto di terzi,57938225.17,0.0
015146,Milano,2016,5,TITOLO 1°: ENTRATE TRIBUTARIE,Imposta di soggiorno,15522149.11,0.0
015146,Milano,2016,5,TITOLO 1°: ENTRATE TRIBUTARIE,Tassa smaltimento rifiuti solidi urbani - TARES riscossa mediante ruoli,2096079.52,0.0
015146,Milano,2016,5,TITOLO 1°: ENTRATE TRIBUTARIE,Fondo sperimentale statale di riequilibrio - Fondo di solidarietà comunale,0.0,0.0
015146,Milano,2016,5,TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI,Altri trasferimenti correnti dallo Stato,14247659.48,0.0
015146,Milano,2016,5,TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI,Altri trasferimenti correnti dalla Regione,112140867.09,0.0
015146,Milano,2016,5,TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI,Trasferimenti correnti da Unione europea,246259.1,0.0
015146,Milano,2016,5,TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI,Trasferimenti correnti da città metropolitane,635341.29,0.0
015146,Milano,2016,5,TITOLO 2°: ENTRATE DERIVANTI DA CONTRIBUTI E TRASFERIMENTI CORRENTI,Trasferimenti correnti da Enti di ricerca,20056.61,0.0
015146,Milano,2016,5,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Diritti di segreteria e rogito,486899.33,0.0
015146,Milano,2016,5,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Proventi da trasporto scolastico,97055.0,0.0
015146,Milano,2016,5,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Proventi da strutture residenziali per anziani,11117413.03,0.0
015146,Milano,2016,5,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Canoni per concessioni spazi e aree pubbliche,20505985.91,0.0
015146,Milano,2016,5,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Canoni per concessioni cimiteriali,1735546.57,0.0
015146,Milano,2016,5,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Interessi da altri soggetti per finanziamenti a breve termine,5458.15,0.0
015146,Milano,2016,5,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Interessi da altri soggetti per finanziamenti a medio-lungo termine,7469793.75,0.0
015146,Milano,2016,5,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Interessi da operazioni in derivati,24.5,0.0
015146,Milano,2016,5,TITOLO 3°: ENTRATE EXTRATRIBUTARIE,Proventi diversi da enti del settore pubblico,11288935.06,0.0
015146,Milano,2016,5,"TITOLO 4°: ENTRATE DERIVANTI DA ALIENAZIONI, DA TRASFERIMENTI DI CAPITALE E DA RISCOSSIONE DI CREDITI",Trasferimenti di capitale da Camere di commercio,31836.0,0.0
